epoch,segres-dice_focal-patch_train_loss,segres-dice_focal-patch_val_loss,unet-dice_ce-full_train_loss,unet-dice_ce-full_val_loss,unet-dice_focal-full_train_loss,unet-dice_focal-full_val_loss,unet-dice_focal-patch_train_loss,unet-dice_focal-patch_val_loss
20,0.6742026805877686,0.7274763584136963,1.3479424715042114,1.359365463256836,0.8914623856544495,0.9038368463516235,0.8347702622413635,0.9163669943809509
21,0.6642341613769531,0.7240276336669922,1.3431681394577026,1.3537659645080566,0.8875651359558105,0.9004397392272949,0.8312314748764038,0.9066295623779297
22,0.6714617013931274,0.7211568355560303,1.3422253131866455,1.355629801750183,0.8880753517150879,0.9018464088439941,0.8321496844291687,0.9133273363113403
23,0.6558613181114197,0.7209863066673279,1.330107569694519,1.3450231552124023,0.8790201544761658,0.8960381746292114,0.8301773071289062,0.9084005355834961
24,0.6672620177268982,0.7176660299301147,1.3340307474136353,1.3455226421356201,0.8819171786308289,0.8952096700668335,0.8318791389465332,0.9063755869865417
25,0.6585049033164978,0.7176405787467957,1.3289366960525513,1.3435978889465332,0.8780337572097778,0.8954180479049683,0.8238348960876465,0.9017231464385986
26,0.6590474843978882,0.7203034162521362,1.3266258239746094,1.3429234027862549,0.8766899704933167,0.8946557641029358,0.818200409412384,0.907211422920227
27,0.6635660529136658,0.7203718423843384,1.326980471611023,1.3416883945465088,0.8770045638084412,0.8936049342155457,0.8220392465591431,0.9036938548088074
28,0.6639547348022461,0.7192416191101074,1.330476999282837,1.3442144393920898,0.879677414894104,0.8955152630805969,0.8248857855796814,0.903326153755188
29,0.6614118814468384,0.7179504632949829,1.32533597946167,1.3437244892120361,0.8758249878883362,0.8949809074401855,0.8158776760101318,0.9041024446487427
30,0.6604741811752319,0.7140207886695862,1.3229321241378784,1.343351125717163,0.8756961226463318,0.89405357837677,0.8275375962257385,0.898662269115448
31,0.6489464640617371,0.7098864316940308,1.3180452585220337,1.3292579650878906,0.8736416101455688,0.8884802460670471,0.8130965232849121,0.8939348459243774
32,0.645089328289032,0.7020885348320007,1.3176283836364746,1.318575143814087,0.872675895690918,0.8836511373519897,0.8106082081794739,0.8880382180213928
33,0.6461898684501648,0.6989536285400391,1.3055779933929443,1.324458360671997,0.866104006767273,0.885196328163147,0.8065385818481445,0.8874794840812683
34,0.6416752338409424,0.7018074989318848,1.2981133460998535,1.306077241897583,0.8614497184753418,0.8807679414749146,0.805280327796936,0.8823016285896301
35,0.636614978313446,0.6749363541603088,1.292494773864746,1.3022161722183228,0.8588258624076843,0.8705459237098694,0.8002360463142395,0.8756370544433594
36,0.6369258165359497,0.6831135749816895,1.2783652544021606,1.2903081178665161,0.8478220105171204,0.8637909293174744,0.8037099838256836,0.8736203908920288
37,0.6249403953552246,0.6801140308380127,1.274163842201233,1.2840601205825806,0.8469310998916626,0.8599963784217834,0.7922081351280212,0.8660205602645874
38,0.6255489587783813,0.6677224040031433,1.2663394212722778,1.274178147315979,0.8430114984512329,0.8548581004142761,0.7917641997337341,0.8713751435279846
39,0.6227375268936157,0.6714142560958862,1.2620948553085327,1.2711683511734009,0.8405382037162781,0.8555062413215637,0.7881907820701599,0.8630202412605286
40,0.6170254945755005,0.6740131378173828,1.2593374252319336,1.2715530395507812,0.8400152325630188,0.8514765501022339,0.7784621715545654,0.8534678220748901
41,0.6163145303726196,0.6684734225273132,1.2529735565185547,1.2502361536026,0.8366427421569824,0.8450804352760315,0.7838379740715027,0.8596197366714478
42,0.6113903522491455,0.659405529499054,1.2423540353775024,1.2470749616622925,0.8307047486305237,0.8434484004974365,0.7828398942947388,0.854911208152771
43,0.6088980436325073,0.6573927998542786,1.2375510931015015,1.2467743158340454,0.8291820287704468,0.8427478075027466,0.7725206017494202,0.8392412066459656
44,0.6035144329071045,0.6524707674980164,1.2267407178878784,1.2395293712615967,0.8210124373435974,0.8378944993019104,0.7684410214424133,0.8533148765563965
45,0.5975767970085144,0.6415610909461975,1.2201683521270752,1.2290315628051758,0.8185988068580627,0.834710955619812,0.7631882429122925,0.83697509765625
46,0.5973517894744873,0.6484206318855286,1.216866374015808,1.2253551483154297,0.8174179196357727,0.8318291902542114,0.7613036632537842,0.8372812271118164
47,0.5937925577163696,0.6395553350448608,1.213582992553711,1.214093804359436,0.8158113956451416,0.8273587226867676,0.7637336850166321,0.8403000235557556
48,0.5870002508163452,0.6384703516960144,1.1992889642715454,1.2092831134796143,0.8074936866760254,0.8234482407569885,0.75748211145401,0.8383152484893799
49,0.5853240489959717,0.6340875029563904,1.1974250078201294,1.2109572887420654,0.8061521053314209,0.8233919739723206,0.7565218210220337,0.8385555744171143
50,0.5796042680740356,0.6301031112670898,1.193546175956726,1.2051597833633423,0.8041655421257019,0.8199989795684814,0.7555496096611023,0.8353835344314575
51,0.5785472393035889,0.6353389620780945,1.189659595489502,1.2067316770553589,0.8026961088180542,0.82487952709198,0.7559387683868408,0.8268104791641235
52,0.5776897072792053,0.6289141774177551,1.1798280477523804,1.1966071128845215,0.7963646054267883,0.8164053559303284,0.7478082776069641,0.8310473561286926
53,0.5789111256599426,0.6316612958908081,1.1904606819152832,1.2091355323791504,0.8059966564178467,0.8261639475822449,0.7519856691360474,0.831572413444519
54,0.578361451625824,0.626276969909668,1.1888598203659058,1.2003319263458252,0.8053598403930664,0.8183223009109497,0.7459287047386169,0.8247829079627991
55,0.5772870182991028,0.6253401637077332,1.173708438873291,1.1800719499588013,0.7940041422843933,0.8086382746696472,0.7494997382164001,0.8201407194137573
56,0.5701017379760742,0.6227021217346191,1.181148886680603,1.1855357885360718,0.8006616830825806,0.8122418522834778,0.7458207607269287,0.8218086957931519
57,0.5721168518066406,0.6261208057403564,1.165696620941162,1.1865774393081665,0.7891420722007751,0.8109261989593506,0.7453098297119141,0.8182919025421143
58,0.5725118517875671,0.6247481107711792,1.169379711151123,1.1795579195022583,0.7926355600357056,0.8093246221542358,0.743043839931488,0.8134106993675232
59,0.5679239630699158,0.621641993522644,1.167494297027588,1.1835511922836304,0.7918311953544617,0.8101677298545837,0.7440574765205383,0.8222987055778503
60,0.567192018032074,0.6258037090301514,1.1680848598480225,1.1768746376037598,0.7919630408287048,0.8059297800064087,0.7417327165603638,0.8181350827217102
61,0.5715516805648804,0.6181160807609558,1.1632945537567139,1.1799070835113525,0.7890241146087646,0.809447169303894,0.7379012703895569,0.8191391229629517
62,0.5669258832931519,0.6250053644180298,1.162917137145996,1.1798598766326904,0.7884779572486877,0.8077681660652161,0.7318758964538574,0.8146241903305054
63,0.5712317824363708,0.6205837726593018,1.1601930856704712,1.1728965044021606,0.787255048751831,0.8052802085876465,0.7341786026954651,0.814251184463501
64,0.566482424736023,0.6190510988235474,1.1697670221328735,1.1769366264343262,0.7935856580734253,0.8066974878311157,0.7379311323165894,0.8185873031616211
65,0.5641888380050659,0.621041476726532,1.1576173305511475,1.1744228601455688,0.7863154411315918,0.8051992654800415,0.7388155460357666,0.814664900302887
66,0.5681399703025818,0.6225938200950623,1.1639338731765747,1.1782761812210083,0.7912623882293701,0.8075780272483826,0.7328557372093201,0.8143234848976135
67,0.5755564570426941,0.6220824718475342,1.1541016101837158,1.174353837966919,0.7829943895339966,0.8048824071884155,0.7374514937400818,0.8156012296676636
68,0.5728718638420105,0.6236157417297363,1.1558672189712524,1.1712111234664917,0.7843576669692993,0.8034030199050903,0.7319493293762207,0.8143185377120972
69,0.5738129615783691,0.6226895451545715,1.1625860929489136,1.1743239164352417,0.789675772190094,0.8051950931549072,0.7360064387321472,0.8126623630523682
70,0.567314624786377,0.6129285097122192,1.1572128534317017,1.1787941455841064,0.7857982516288757,0.8132412433624268,0.7321120500564575,0.8131822347640991
71,0.5661612749099731,0.6075810194015503,1.1556915044784546,1.1701395511627197,0.7866270542144775,0.8048149347305298,0.7349989414215088,0.8161051869392395
72,0.5574431419372559,0.6057922840118408,1.146081566810608,1.1533712148666382,0.7815691828727722,0.7956980466842651,0.7233688831329346,0.8014906644821167
73,0.5603693723678589,0.60719233751297,1.1324628591537476,1.13731050491333,0.7732977867126465,0.7876837253570557,0.7298351526260376,0.8071833848953247
74,0.5463331937789917,0.6005282402038574,1.1188021898269653,1.1325182914733887,0.7656238675117493,0.7804214954376221,0.7239410877227783,0.7880127429962158
75,0.5476428270339966,0.5958619713783264,1.120452880859375,1.121206283569336,0.7703928351402283,0.7828459739685059,0.7113986015319824,0.7928265929222107
76,0.5423228144645691,0.584450900554657,1.1076534986495972,1.1056642532348633,0.7621175050735474,0.7726907134056091,0.709875762462616,0.7916821241378784
77,0.5385494232177734,0.5878455638885498,1.1058095693588257,1.0999455451965332,0.7618781328201294,0.7689217925071716,0.710633397102356,0.773806095123291
78,0.5396067500114441,0.5816965699195862,1.0903557538986206,1.104661464691162,0.7524547576904297,0.7749383449554443,0.7125679850578308,0.7887229919433594
79,0.5375744700431824,0.580808162689209,1.0896894931793213,1.1159685850143433,0.7540670037269592,0.7773674726486206,0.70545893907547,0.7780376076698303
80,0.5371232032775879,0.5883882641792297,1.0756043195724487,1.0764989852905273,0.7451820373535156,0.7671430706977844,0.7005684971809387,0.7886061668395996
81,0.5368934869766235,0.5793336629867554,1.0683389902114868,1.0752174854278564,0.7426236271858215,0.7585414052009583,0.6939284801483154,0.7639246582984924
82,0.5271481871604919,0.5585793256759644,1.0615155696868896,1.0576425790786743,0.7387386560440063,0.7513593435287476,0.6901415586471558,0.7667216062545776
83,0.5285928249359131,0.5787143707275391,1.0489587783813477,1.0535664558410645,0.73287433385849,0.7442377805709839,0.6926121711730957,0.7729276418685913
84,0.5216301083564758,0.5647213459014893,1.0414366722106934,1.053168535232544,0.7289611101150513,0.7528330087661743,0.6831750273704529,0.7644016742706299
85,0.5148816108703613,0.5544395446777344,1.0319643020629883,1.0369952917099,0.7250542640686035,0.7403266429901123,0.6801000237464905,0.7548583149909973
86,0.5116396546363831,0.5571655035018921,1.0228971242904663,1.0293368101119995,0.7185723185539246,0.7388173341751099,0.681586503982544,0.7500917911529541
87,0.5093609690666199,0.5360310673713684,1.0179816484451294,1.0315011739730835,0.7169056534767151,0.7375986576080322,0.6685181856155396,0.7446427345275879
88,0.510890543460846,0.5434110164642334,1.0097812414169312,1.017438530921936,0.712360143661499,0.7313402891159058,0.6705995798110962,0.7391408681869507
89,0.5026465654373169,0.5505645275115967,0.9995332956314087,1.019049048423767,0.7054645419120789,0.731541633605957,0.6634202003479004,0.7364946007728577
90,0.505542516708374,0.5419637560844421,0.9963595271110535,0.9989528059959412,0.706706702709198,0.7214999198913574,0.6641349792480469,0.7287454009056091
91,0.492942750453949,0.5256253480911255,0.9988073110580444,1.0058473348617554,0.7096946239471436,0.7248868942260742,0.6547433733940125,0.7217456102371216
92,0.49408379197120667,0.5280750393867493,0.9795640110969543,0.9883936643600464,0.6978088617324829,0.7151402235031128,0.6542454361915588,0.733735978603363
93,0.49385273456573486,0.5239396095275879,0.9716438055038452,0.9812390208244324,0.6935868263244629,0.7116347551345825,0.6460697054862976,0.7210339307785034
94,0.4864303767681122,0.5214129090309143,0.9621782898902893,0.9665343761444092,0.688581645488739,0.7034494876861572,0.6417296528816223,0.7158803343772888
95,0.482166051864624,0.5212686061859131,0.9590293169021606,0.9720011949539185,0.6880748271942139,0.6998845338821411,0.6468276977539062,0.7144688367843628
96,0.48843032121658325,0.5113468766212463,0.9479027986526489,0.95144122838974,0.6806153059005737,0.6966425776481628,0.6438232064247131,0.722017765045166
97,0.48434892296791077,0.5160574316978455,0.942986786365509,0.952596127986908,0.6791075468063354,0.6965568661689758,0.6395254731178284,0.7140701413154602
98,0.4766888916492462,0.5254728198051453,0.9357982277870178,0.9490579962730408,0.6762946844100952,0.6944528222084045,0.6379866003990173,0.719733715057373
99,0.47791412472724915,0.5109529495239258,0.9280895590782166,0.9388881921768188,0.6709872484207153,0.6874900460243225,0.6343620419502258,0.7045581340789795
100,0.46954137086868286,0.49669548869132996,0.9230663180351257,0.9385556578636169,0.6690567135810852,0.6891240477561951,0.6217756271362305,0.7055628299713135
101,0.4705027639865875,0.5123698711395264,0.9265387058258057,0.9297599792480469,0.6725853681564331,0.6827772855758667,0.6302387714385986,0.7102087140083313
102,0.4697249233722687,0.5043758749961853,0.91834956407547,0.9337003827095032,0.6681891083717346,0.686368465423584,0.6249423623085022,0.7104257941246033
103,0.46377497911453247,0.4928407073020935,0.9139861464500427,0.9144982099533081,0.6655559539794922,0.6768231987953186,0.6215540170669556,0.6895641684532166
104,0.46288007497787476,0.4973304867744446,0.8946479558944702,0.918221116065979,0.6524984836578369,0.6815590262413025,0.6107414364814758,0.6951547861099243
105,0.4617208242416382,0.49103426933288574,0.90095055103302,0.9084619879722595,0.6567205786705017,0.6750362515449524,0.6128127574920654,0.7067844867706299
106,0.4582887887954712,0.4889274835586548,0.8849457502365112,0.8987611532211304,0.647819995880127,0.6698549389839172,0.6150564551353455,0.689439594745636
107,0.4585018754005432,0.49293041229248047,0.8806459307670593,0.8949601054191589,0.6454402804374695,0.6704013347625732,0.6090479493141174,0.6981468200683594
108,0.45097267627716064,0.4923567473888397,0.8881115317344666,0.898037314414978,0.6516802310943604,0.6673869490623474,0.6055381298065186,0.6872429847717285
109,0.44609230756759644,0.48561856150627136,0.8669108748435974,0.867102324962616,0.6370353698730469,0.6533755660057068,0.5985703468322754,0.6870725154876709
110,0.4522145390510559,0.4768807888031006,0.8632684946060181,0.8803187608718872,0.6363599896430969,0.6605291962623596,0.6046807169914246,0.6783314943313599
111,0.4471501410007477,0.48131313920021057,0.863987922668457,0.8721618056297302,0.6383237838745117,0.658096969127655,0.5959841012954712,0.6838003396987915
112,0.4551454782485962,0.47830045223236084,0.8614348769187927,0.8630207180976868,0.6355085968971252,0.6482803821563721,0.6051874756813049,0.6796188354492188
113,0.45240795612335205,0.493595689535141,0.8523435592651367,0.8678297996520996,0.6293747425079346,0.6512766480445862,0.5972501039505005,0.6792269349098206
114,0.4498996138572693,0.47332650423049927,0.8511139154434204,0.8643782138824463,0.6296793818473816,0.6505059003829956,0.5905988216400146,0.6731945276260376
115,0.4462857246398926,0.47534066438674927,0.8443100452423096,0.8494815826416016,0.6251677870750427,0.6436647176742554,0.5938299298286438,0.6666231155395508
116,0.4445308744907379,0.47237977385520935,0.8422417640686035,0.8524249196052551,0.6248189210891724,0.6463137269020081,0.5859599709510803,0.6775208711624146
117,0.43996548652648926,0.47157666087150574,0.8355529308319092,0.856427013874054,0.6216692328453064,0.6455801725387573,0.5898739695549011,0.6667126417160034
118,0.43634989857673645,0.4684685170650482,0.843787670135498,0.8516720533370972,0.6266700029373169,0.6446502208709717,0.5914720296859741,0.6741876006126404
119,0.4366661608219147,0.4682406187057495,0.8351406455039978,0.8467238545417786,0.6227487921714783,0.6412361264228821,0.5801380276679993,0.673340380191803
120,0.43706732988357544,0.46396657824516296,0.833927571773529,0.8405448198318481,0.6222585439682007,0.6386096477508545,0.5872350931167603,0.6633572578430176
121,0.44636794924736023,0.46541059017181396,0.8259384036064148,0.8310062885284424,0.6155573725700378,0.632562518119812,0.5810711979866028,0.6556088924407959
122,0.43664422631263733,0.461680144071579,0.8302298188209534,0.836768627166748,0.6199447512626648,0.6347935199737549,0.5787423849105835,0.666504442691803
123,0.4347926676273346,0.4614221751689911,0.8295975923538208,0.8453999161720276,0.6200774908065796,0.6442172527313232,0.5854529142379761,0.6614935398101807
124,0.4327183663845062,0.46046650409698486,0.8253865242004395,0.837060809135437,0.6171808242797852,0.636561930179596,0.5863811373710632,0.6557298302650452
125,0.42985281348228455,0.45846813917160034,0.8154358863830566,0.8318105936050415,0.6102334856987,0.6314060091972351,0.5714811682701111,0.6557852029800415
126,0.43219658732414246,0.4617420732975006,0.8174203634262085,0.8309433460235596,0.613440215587616,0.634375274181366,0.5816865563392639,0.6506341695785522
127,0.4346464276313782,0.45644789934158325,0.8111972212791443,0.8299887776374817,0.6072747111320496,0.632651686668396,0.5752650499343872,0.6565377712249756
128,0.4298989772796631,0.45969876646995544,0.8145731687545776,0.8240577578544617,0.6098688840866089,0.6285384297370911,0.5724465250968933,0.6523497104644775
129,0.43620285391807556,0.4555685818195343,0.8076770901679993,0.8300521373748779,0.6050443649291992,0.6331072449684143,0.5744447708129883,0.6580358147621155
130,0.43150731921195984,0.45709028840065,0.8053462505340576,0.8202313780784607,0.6046802997589111,0.6265910267829895,0.5763264298439026,0.645327627658844
131,0.4296521246433258,0.45409464836120605,0.8118584156036377,0.8202661275863647,0.6090474128723145,0.6274574995040894,0.5738519430160522,0.649527370929718
132,0.42562153935432434,0.4545956552028656,0.8023799657821655,0.822722315788269,0.6027079224586487,0.6288559436798096,0.5676003694534302,0.6460334062576294
133,0.4296574294567108,0.45328885316848755,0.801769495010376,0.8163245916366577,0.6026171445846558,0.6250296235084534,0.5702123045921326,0.6513053178787231
134,0.43147385120391846,0.45600518584251404,0.80198073387146,0.8155438899993896,0.6037061810493469,0.6243367195129395,0.5748021006584167,0.6479836702346802
135,0.43127596378326416,0.4544767439365387,0.8030897974967957,0.8191357254981995,0.6032653450965881,0.6268959045410156,0.5730168223381042,0.6486591100692749
136,0.4340550899505615,0.4579837918281555,0.7978276610374451,0.8174331188201904,0.5999941825866699,0.6250770688056946,0.5683841109275818,0.6474792957305908
137,0.43016690015792847,0.45769575238227844,0.8036873936653137,0.8112392425537109,0.6035777926445007,0.621552586555481,0.574348509311676,0.645512044429779
138,0.4301149845123291,0.4586145579814911,0.8040893077850342,0.8160579204559326,0.6041495203971863,0.6238110661506653,0.5638556480407715,0.6442269086837769
139,0.42841511964797974,0.4524301588535309,0.7973825931549072,0.8178187608718872,0.599715530872345,0.625203549861908,0.576998233795166,0.6488538980484009
140,0.4309963881969452,0.45229464769363403,0.7988815307617188,0.8132331967353821,0.6004224419593811,0.622620165348053,0.5654622912406921,0.6444701552391052
141,0.42507997155189514,0.44993478059768677,0.7983222603797913,0.813884437084198,0.600472629070282,0.6233077645301819,0.5647665858268738,0.6480863094329834
142,0.4165286421775818,0.45206400752067566,0.7916901707649231,0.8097164034843445,0.5965439081192017,0.6207716464996338,0.5615230202674866,0.6466248631477356
143,0.43003228306770325,0.45331284403800964,0.7948065996170044,0.8112365007400513,0.5980520248413086,0.6224839091300964,0.5650148391723633,0.6456515789031982
144,0.43062666058540344,0.45245516300201416,0.8002223968505859,0.8133721351623535,0.6018295288085938,0.6230739951133728,0.5776157379150391,0.6468383073806763
145,0.4300277829170227,0.4543416202068329,0.7987511157989502,0.8138774037361145,0.6023573279380798,0.6228814125061035,0.5711039900779724,0.6466429233551025
146,0.4287940263748169,0.4503243565559387,0.797357976436615,0.8142645359039307,0.6007161736488342,0.6234633922576904,0.5660064816474915,0.6467704772949219
147,0.4286632239818573,0.4513358175754547,0.7947583794593811,0.8091769218444824,0.5984209179878235,0.6203132271766663,0.5714887976646423,0.6442466974258423
148,0.43014636635780334,0.4515233039855957,0.7989211082458496,0.8154127597808838,0.6022992134094238,0.624730110168457,0.5678233504295349,0.6449151039123535
149,0.42588189244270325,0.45138630270957947,0.8103939294815063,0.8112744688987732,0.6108474135398865,0.6217004060745239,0.5774067640304565,0.6441644430160522
150,0.43112844228744507,0.4776003360748291,0.8101536631584167,0.8073477149009705,0.6092290282249451,0.6236443519592285,0.5666684508323669,0.6302657127380371
151,0.4327200949192047,0.44493117928504944,0.7928194999694824,0.8037991523742676,0.5987980365753174,0.618293821811676,0.5707764029502869,0.6291240453720093
152,0.4236220121383667,0.44859951734542847,0.7792873382568359,0.7804551124572754,0.5897645354270935,0.6053432822227478,0.5671602487564087,0.6111475229263306
153,0.4172047972679138,0.4454151690006256,0.7773502469062805,0.7884800434112549,0.5913639664649963,0.6079355478286743,0.5571137070655823,0.6640249490737915
154,0.4194140136241913,0.451442688703537,0.7732453942298889,0.7711860537528992,0.5885341167449951,0.5975572466850281,0.5595316290855408,0.6270763874053955
155,0.41606542468070984,0.4444350600242615,0.7667680382728577,0.77202308177948,0.5868152976036072,0.6071949005126953,0.5510825514793396,0.6125853657722473
156,0.42056185007095337,0.44297000765800476,0.7535607814788818,0.7583342790603638,0.5767539143562317,0.5939584970474243,0.5418193936347961,0.6118831634521484
157,0.41537779569625854,0.44199439883232117,0.7370433807373047,0.7476034164428711,0.5676276087760925,0.5975656509399414,0.5429273843765259,0.6030783653259277
158,0.4125729501247406,0.4387756288051605,0.7352669835090637,0.7404937744140625,0.5670950412750244,0.5823909044265747,0.5459509491920471,0.6028021574020386
159,0.4072079062461853,0.4321775734424591,0.7214294672012329,0.7362704873085022,0.5571356415748596,0.585589587688446,0.5347104668617249,0.6028350591659546
160,0.4011802673339844,0.4260461628437042,0.7220980525016785,0.7264711260795593,0.5587171912193298,0.5709258913993835,0.5286983847618103,0.6154407262802124
161,0.4076072573661804,0.4305761754512787,0.7058391571044922,0.7231261730194092,0.548889696598053,0.5712285041809082,0.5191035270690918,0.5849647521972656
162,0.39979246258735657,0.4127693772315979,0.7082090973854065,0.7216781973838806,0.5517978668212891,0.5724329352378845,0.5296732187271118,0.5946636199951172
163,0.4002619683742523,0.40900224447250366,0.7066471576690674,0.7165185213088989,0.5518161058425903,0.563605546951294,0.5177463293075562,0.6003385782241821
164,0.3966834843158722,0.4129110276699066,0.6830878853797913,0.68915194272995,0.5357345342636108,0.5605602860450745,0.5201273560523987,0.5694559812545776
165,0.3931044936180115,0.4143352806568146,0.678465723991394,0.6799107789993286,0.531276285648346,0.5435130596160889,0.5105801820755005,0.5591016411781311
166,0.3935411274433136,0.41373908519744873,0.6711615920066833,0.6861019730567932,0.5270668864250183,0.5535708069801331,0.508307933807373,0.5761158466339111
167,0.3935736417770386,0.40318816900253296,0.6611939072608948,0.67121821641922,0.5208888053894043,0.5427934527397156,0.49655553698539734,0.550238847732544
168,0.3858255445957184,0.39825335144996643,0.65633624792099,0.658714234828949,0.5175639986991882,0.5333015322685242,0.5008751749992371,0.5452253818511963
169,0.3903330862522125,0.39540234208106995,0.642451822757721,0.656755805015564,0.5073519349098206,0.5322069525718689,0.5008407831192017,0.5562238097190857
170,0.3791847825050354,0.3982609510421753,0.6350100040435791,0.6451318264007568,0.5007915496826172,0.520581841468811,0.4945509433746338,0.5303230285644531
171,0.37838655710220337,0.39334186911582947,0.633189857006073,0.639190137386322,0.502709686756134,0.514275312423706,0.483721524477005,0.5330751538276672
172,0.3880924880504608,0.4006541669368744,0.6312488913536072,0.6265578269958496,0.5003361105918884,0.5127205848693848,0.4896235466003418,0.5375590920448303
173,0.3830406665802002,0.39491698145866394,0.620121955871582,0.6360324025154114,0.4931614398956299,0.5087624788284302,0.48698922991752625,0.5642759799957275
174,0.37734687328338623,0.39552462100982666,0.6046457886695862,0.6109290719032288,0.4824725389480591,0.5055105686187744,0.4733716547489166,0.513027012348175
175,0.38163578510284424,0.3842003047466278,0.5952619314193726,0.614861249923706,0.47542649507522583,0.5011874437332153,0.4696994125843048,0.5123249292373657
176,0.3731068968772888,0.39352676272392273,0.6035917401313782,0.6040232181549072,0.4815504848957062,0.4941089153289795,0.47042518854141235,0.49717897176742554
177,0.3778243958950043,0.3891231417655945,0.5867369174957275,0.594784140586853,0.4693083167076111,0.49301236867904663,0.46868908405303955,0.522607147693634
178,0.3746795952320099,0.3887561559677124,0.5824064016342163,0.5912232398986816,0.4662235677242279,0.4893369674682617,0.4625760614871979,0.5131633281707764
179,0.3710789084434509,0.3809107840061188,0.574881374835968,0.5907057523727417,0.46175670623779297,0.48423194885253906,0.4551636576652527,0.5046346783638
180,0.36904630064964294,0.379967600107193,0.5607105493545532,0.5608481764793396,0.4498260021209717,0.4644416272640228,0.4613087475299835,0.4885796904563904
181,0.37024399638175964,0.376509428024292,0.5555270314216614,0.5619730353355408,0.4475145637989044,0.4685802161693573,0.4616084396839142,0.5185725092887878
182,0.3604529798030853,0.37931936979293823,0.5518948435783386,0.580451488494873,0.44622430205345154,0.4866445064544678,0.4424896836280823,0.4752538800239563
183,0.36310693621635437,0.3783264458179474,0.5620414614677429,0.5571880340576172,0.4532777667045593,0.4631507992744446,0.44384345412254333,0.4753078818321228
184,0.36330801248550415,0.3683491051197052,0.5438973903656006,0.5537344217300415,0.43976521492004395,0.4605843126773834,0.4365360140800476,0.4716343283653259
185,0.36176198720932007,0.3727211058139801,0.5501906275749207,0.5422753691673279,0.44631320238113403,0.45782557129859924,0.44429656863212585,0.4771440625190735
186,0.35357826948165894,0.37027212977409363,0.5265897512435913,0.5363932251930237,0.42692944407463074,0.44453972578048706,0.43565887212753296,0.4646841287612915
187,0.3586128354072571,0.3772161304950714,0.5317118763923645,0.5401279926300049,0.4303041696548462,0.45412227511405945,0.4349733591079712,0.45976778864860535
