epoch,segres-dice_ce-full_train_loss,segres-dice_ce-full_val_loss,segres-dice_ce-patch_train_loss,segres-dice_ce-patch_val_loss,segres-dice_focal-full_train_loss,segres-dice_focal-full_val_loss,segres-dice_focal-patch_train_loss,segres-dice_focal-patch_val_loss,unet-dice_ce-full_train_loss,unet-dice_ce-full_val_loss,unet-dice_ce-patch_train_loss,unet-dice_ce-patch_val_loss,unet-dice_focal-full_train_loss,unet-dice_focal-full_val_loss,unet-dice_focal-patch_train_loss,unet-dice_focal-patch_val_loss
26,0.7378261089324951,0.7459779381752014,0.9256383776664734,0.9199392795562744,0.5476516485214233,0.5633556246757507,0.6519302129745483,0.6566391587257385,1.212125539779663,1.2152924537658691,1.3266286849975586,1.342897653579712,0.8149192929267883,0.8244216442108154,0.8766798377037048,0.8947198390960693
27,0.7265583872795105,0.7340579628944397,0.9182860851287842,0.9335986375808716,0.5380706191062927,0.5581119060516357,0.646879255771637,0.6593821048736572,1.2081481218338013,1.2127569913864136,1.3269895315170288,1.3416959047317505,0.8121616244316101,0.8219277858734131,0.8769946694374084,0.893620491027832
28,0.7368224263191223,0.7343400716781616,0.9256665706634521,0.9321128726005554,0.5482627153396606,0.5576895475387573,0.6532096266746521,0.6580076217651367,1.2135720252990723,1.2163711786270142,1.330478549003601,1.344222068786621,0.8165118098258972,0.8254834413528442,0.879666268825531,0.895538330078125
29,0.7255262136459351,0.7331439256668091,0.9178101420402527,0.9297953248023987,0.5373863577842712,0.556169867515564,0.646317183971405,0.6570084691047668,1.206499457359314,1.2139514684677124,1.3253448009490967,1.3437365293502808,0.8112738728523254,0.8237698078155518,0.8758112192153931,0.8949847221374512
30,0.718489408493042,0.7191750407218933,0.915132999420166,0.92569500207901,0.5352429747581482,0.5517762899398804,0.6471229791641235,0.6545623540878296,1.2000019550323486,1.2161908149719238,1.322944164276123,1.3435964584350586,0.8093026876449585,0.8303771615028381,0.8756526112556458,0.8940263390541077
31,0.6978482604026794,0.6954985857009888,0.901231050491333,0.9179344177246094,0.5228991508483887,0.5349327921867371,0.6387723088264465,0.6487455368041992,1.1861776113510132,1.1947890520095825,1.3180485963821411,1.3289353847503662,0.8031938076019287,0.8140191435813904,0.873597264289856,0.8884745836257935
32,0.6859018206596375,0.6805153489112854,0.8954695463180542,0.8952603340148926,0.5180814266204834,0.5230417847633362,0.6372647285461426,0.641983687877655,1.1814372539520264,1.1776213645935059,1.3176518678665161,1.3187429904937744,0.8025957942008972,0.8032359480857849,0.8726405501365662,0.883750319480896
33,0.6592519879341125,0.6568112969398499,0.8764476180076599,0.8863900899887085,0.4988860487937927,0.5125105977058411,0.6245884299278259,0.6320347785949707,1.1570169925689697,1.1456223726272583,1.30558180809021,1.3245844841003418,0.7884899973869324,0.7910578846931458,0.8660961985588074,0.8849904537200928
34,0.6402137875556946,0.6427143812179565,0.8645349740982056,0.865566611289978,0.4873003661632538,0.49833738803863525,0.6185410022735596,0.6247023344039917,1.142436146736145,1.1426019668579102,1.2981103658676147,1.3061177730560303,0.7812457084655762,0.7870278358459473,0.8614153861999512,0.8801785707473755
35,0.6223517060279846,0.6220141649246216,0.8551870584487915,0.8619081377983093,0.47645819187164307,0.48415061831474304,0.6139124631881714,0.6208574175834656,1.1268259286880493,1.1238394975662231,1.292494297027588,1.3026034832000732,0.7740781903266907,0.7829679846763611,0.8588153719902039,0.8706620931625366
36,0.6049350500106812,0.608500063419342,0.8405085802078247,0.8423652648925781,0.46334967017173767,0.47430989146232605,0.6037486791610718,0.6148871779441833,1.1049729585647583,1.1164801120758057,1.2783690690994263,1.2903063297271729,0.7599924206733704,0.7669422030448914,0.8478341698646545,0.863893449306488
37,0.5856748223304749,0.5853733420372009,0.8289347290992737,0.8336852788925171,0.45048633217811584,0.4658570885658264,0.597637414932251,0.6059796214103699,1.091493844985962,1.0968345403671265,1.2741631269454956,1.2841206789016724,0.7547116875648499,0.7660512924194336,0.8469161987304688,0.8598514795303345
38,0.5666716694831848,0.5810608863830566,0.8157440423965454,0.8191713690757751,0.43779435753822327,0.4580768644809723,0.5892953872680664,0.597320020198822,1.074613332748413,1.06639564037323,1.2663469314575195,1.2742263078689575,0.7474019527435303,0.7502806782722473,0.8430120944976807,0.8547595739364624
39,0.560029149055481,0.5566199421882629,0.8099966049194336,0.81153804063797,0.43470150232315063,0.44179460406303406,0.5874277949333191,0.5926578640937805,1.0626722574234009,1.0582813024520874,1.262092113494873,1.2711507081985474,0.740561842918396,0.741940438747406,0.8405225276947021,0.8554729223251343
40,0.5561276078224182,0.5446487665176392,0.8062458038330078,0.8100097179412842,0.4334602653980255,0.43687769770622253,0.5872467160224915,0.5894182920455933,1.0544594526290894,1.046393632888794,1.2593239545822144,1.2712974548339844,0.7387208342552185,0.7401117086410522,0.8400106430053711,0.8513830304145813
41,0.5515882968902588,0.5365539789199829,0.7992993593215942,0.7979133129119873,0.4331103563308716,0.4275365471839905,0.5832043886184692,0.5812069177627563,1.0408048629760742,1.019758701324463,1.2529752254486084,1.2501246929168701,0.7317047715187073,0.7272864580154419,0.8365969061851501,0.8452193737030029
42,0.5323226451873779,0.5240858197212219,0.7861419916152954,0.794620931148529,0.41841283440589905,0.4193718433380127,0.5746501684188843,0.5802441835403442,1.0191878080368042,1.0050631761550903,1.2423641681671143,1.2472007274627686,0.7198880910873413,0.7220715284347534,0.8306828737258911,0.8435133099555969
43,0.5194516777992249,0.5220652222633362,0.7763415575027466,0.7729419469833374,0.40830859541893005,0.42026662826538086,0.5681949853897095,0.5692585110664368,1.0075210332870483,0.990622878074646,1.237537145614624,1.2469031810760498,0.7148141264915466,0.7158969640731812,0.8291873931884766,0.8431833982467651
44,0.5058395266532898,0.5226625204086304,0.7650818824768066,0.7670820951461792,0.39730799198150635,0.4206201434135437,0.5600651502609253,0.5646340847015381,0.989881157875061,0.989561915397644,1.226733922958374,1.2394564151763916,0.7033711075782776,0.7140658497810364,0.8209985494613647,0.8379027843475342
45,0.49548473954200745,0.4986414313316345,0.7591792941093445,0.7703689932823181,0.39161378145217896,0.4051467776298523,0.5585349798202515,0.5672081112861633,0.9763185977935791,0.951143205165863,1.2201755046844482,1.2289519309997559,0.6981176137924194,0.6930264830589294,0.8185623288154602,0.8346520662307739
46,0.48492926359176636,0.49362367391586304,0.7493577599525452,0.7566505074501038,0.3849804103374481,0.3982209265232086,0.5517615675926208,0.5555222034454346,0.9663943648338318,0.959590494632721,1.2168737649917603,1.2255337238311768,0.6936891674995422,0.7010233998298645,0.8173965811729431,0.8317491412162781
47,0.4774463474750519,0.48386672139167786,0.7442499399185181,0.751029372215271,0.37923020124435425,0.39630261063575745,0.5488097667694092,0.5545191764831543,0.9582880735397339,0.9389944672584534,1.2135789394378662,1.2141478061676025,0.6897542476654053,0.6886036396026611,0.8157881498336792,0.8272592425346375
48,0.4659912586212158,0.49087756872177124,0.7318191528320312,0.7336939573287964,0.37141796946525574,0.3878428637981415,0.53985196352005,0.5477831363677979,0.9356213808059692,0.9414008855819702,1.1992831230163574,1.2093650102615356,0.6770220994949341,0.6906783580780029,0.8074908256530762,0.823602020740509
49,0.4629412293434143,0.4630129635334015,0.7266274690628052,0.7367620468139648,0.369075208902359,0.381303608417511,0.5370302200317383,0.5439727306365967,0.9302228093147278,0.9063244462013245,1.1974215507507324,1.2111103534698486,0.6745337843894958,0.6711852550506592,0.8061223030090332,0.823461651802063
50,0.4522108733654022,0.47125044465065,0.7196686863899231,0.7315825819969177,0.36073926091194153,0.38261622190475464,0.5320584774017334,0.5410853624343872,0.9195040464401245,0.9185515642166138,1.1935511827468872,1.205162525177002,0.6683135032653809,0.6775574088096619,0.8041353821754456,0.8199936151504517
51,0.4488653242588043,0.45926162600517273,0.7150912284851074,0.7194279432296753,0.3589584231376648,0.3730056881904602,0.5291081666946411,0.5367053747177124,0.9116184711456299,0.9032158851623535,1.1896625757217407,1.2066874504089355,0.6650933027267456,0.6741982102394104,0.8026675581932068,0.8247935771942139
52,0.44414618611335754,0.45061224699020386,0.7075514793395996,0.7154223322868347,0.35617074370384216,0.37038499116897583,0.5238699316978455,0.5351150035858154,0.8974056243896484,0.9118462800979614,1.179824709892273,1.1966278553009033,0.6560397148132324,0.6728813052177429,0.7963405251502991,0.8165555000305176
53,0.4510020613670349,0.44943752884864807,0.7163347601890564,0.7165689468383789,0.36507147550582886,0.37164410948753357,0.5335933566093445,0.533835232257843,0.9067458510398865,0.9094724655151367,1.190464735031128,1.2089605331420898,0.6655585169792175,0.6736016869544983,0.8059675097465515,0.8259801864624023
54,0.4398181438446045,0.4411543309688568,0.7093935608863831,0.7125837802886963,0.3547019362449646,0.36580514907836914,0.5279938578605652,0.5310425758361816,0.9009605646133423,0.8852894902229309,1.188866138458252,1.2004088163375854,0.6615190505981445,0.6599515080451965,0.8053432106971741,0.8182532787322998
55,0.4329525828361511,0.4436498284339905,0.6979896426200867,0.700640082359314,0.3483322560787201,0.36507514119148254,0.5185464024543762,0.5254759192466736,0.8811805248260498,0.8725003004074097,1.1737098693847656,1.1800525188446045,0.6483433246612549,0.6534613370895386,0.7939766645431519,0.8085612654685974
56,0.43672677874565125,0.4383508265018463,0.7026284337043762,0.7019724249839783,0.3536399304866791,0.36170220375061035,0.5244799256324768,0.5254133939743042,0.8880380988121033,0.8811575174331665,1.1811381578445435,1.1855281591415405,0.6549757719039917,0.6567406058311462,0.8006390929222107,0.8122835159301758
57,0.4289796054363251,0.4359550476074219,0.6906092166900635,0.702896773815155,0.34551408886909485,0.35790181159973145,0.5136449933052063,0.5233654975891113,0.8664944171905518,0.8747950196266174,1.1657050848007202,1.1865530014038086,0.6397117376327515,0.6544076800346375,0.7891168594360352,0.8109183311462402
58,0.4192024767398834,0.43538254499435425,0.6870420575141907,0.697634220123291,0.33873608708381653,0.3611561954021454,0.5118374824523926,0.522710919380188,0.8678948283195496,0.8534157872200012,1.1693809032440186,1.1795618534088135,0.6417590975761414,0.6438242793083191,0.7926149368286133,0.809348464012146
59,0.41535496711730957,0.43322882056236267,0.6861104965209961,0.6923854947090149,0.3359305262565613,0.35928648710250854,0.5113540887832642,0.5217089056968689,0.8630295991897583,0.8623452186584473,1.1674933433532715,1.183457374572754,0.6386860609054565,0.6487160325050354,0.7918053865432739,0.8101715445518494
60,0.42298761010169983,0.43123847246170044,0.6887708306312561,0.6901907324790955,0.34207507967948914,0.35765019059181213,0.5135716795921326,0.5176822543144226,0.8650116324424744,0.8605330586433411,1.1680854558944702,1.1767427921295166,0.6404424905776978,0.6466222405433655,0.7919485569000244,0.8059114217758179
61,0.42248108983039856,0.4338257610797882,0.6932661533355713,0.6880151033401489,0.34269100427627563,0.36284369230270386,0.5169885158538818,0.5167803168296814,0.8612089157104492,0.871174693107605,1.1633001565933228,1.1798436641693115,0.6382346749305725,0.6539705395698547,0.7890110611915588,0.8094123005867004
62,0.4185341000556946,0.4300726652145386,0.6851820945739746,0.6909283995628357,0.3391910493373871,0.3574143946170807,0.5112316012382507,0.5191845893859863,0.85680091381073,0.8639592528343201,1.162915587425232,1.1797795295715332,0.6353082656860352,0.6485543251037598,0.788455069065094,0.807748019695282
63,0.4228598475456238,0.4305790066719055,0.689363420009613,0.6907588243484497,0.3445829153060913,0.35448217391967773,0.5152853727340698,0.5163866877555847,0.8560614585876465,0.8460266590118408,1.1601969003677368,1.1728395223617554,0.6350642442703247,0.6406464576721191,0.7872409820556641,0.8052745461463928
64,0.42862269282341003,0.4256298542022705,0.6944273114204407,0.6923031806945801,0.3485468327999115,0.353217214345932,0.520111083984375,0.5189802646636963,0.8656095266342163,0.8537525534629822,1.1697728633880615,1.1768943071365356,0.6426235437393188,0.6436247825622559,0.7935623526573181,0.806708812713623
65,0.4101484417915344,0.42585045099258423,0.6775754690170288,0.6915435791015625,0.3327030837535858,0.3546479642391205,0.5059674978256226,0.5179676413536072,0.8479382991790771,0.8506145477294922,1.1576191186904907,1.1743621826171875,0.6311326622962952,0.6419760584831238,0.7862927317619324,0.8051900267601013
66,0.41845089197158813,0.4281940758228302,0.6857538223266602,0.6870028376579285,0.34023046493530273,0.3544924557209015,0.5138411521911621,0.5165755152702332,0.8559156656265259,0.8580173850059509,1.1639375686645508,1.1782100200653076,0.6370025873184204,0.6465740203857422,0.7912416458129883,0.8075635433197021
67,0.4081338346004486,0.42439353466033936,0.6744441986083984,0.6936618685722351,0.3304394483566284,0.3527580201625824,0.5028023719787598,0.5182843804359436,0.8426194190979004,0.850348949432373,1.1540993452072144,1.1743029356002808,0.6264086961746216,0.6406030654907227,0.7829781174659729,0.8048828840255737
68,0.41148802638053894,0.43342068791389465,0.6778393387794495,0.6830740571022034,0.333658367395401,0.35883015394210815,0.5053976774215698,0.5157378911972046,0.8459489941596985,0.8448039889335632,1.1558716297149658,1.1711684465408325,0.6290829181671143,0.6392289400100708,0.7843431234359741,0.8034017086029053
69,0.4156357944011688,0.4266151785850525,0.6820626258850098,0.6811621189117432,0.33792346715927124,0.35561105608940125,0.5100261569023132,0.5147583484649658,0.8546339273452759,0.8495134115219116,1.162587285041809,1.174277424812317,0.6357752680778503,0.6421152949333191,0.7896607518196106,0.8051912188529968
70,0.42238324880599976,0.423376202583313,0.6828917860984802,0.6789126992225647,0.34386664628982544,0.36167100071907043,0.5105254054069519,0.5136916637420654,0.8458293676376343,0.8377838134765625,1.1572096347808838,1.1790308952331543,0.630801796913147,0.63651043176651,0.7857593297958374,0.8126718401908875
71,0.40578195452690125,0.4130028784275055,0.6717790961265564,0.6681848764419556,0.331490159034729,0.3454582095146179,0.5052116513252258,0.5086641907691956,0.8365287780761719,0.8275987505912781,1.1556782722473145,1.1699943542480469,0.6263607144355774,0.6347635388374329,0.7866035103797913,0.8052167296409607
72,0.4059546887874603,0.40367352962493896,0.6646486520767212,0.6712049245834351,0.3339136838912964,0.3524934947490692,0.5006831884384155,0.5141758918762207,0.8219144344329834,0.7836732268333435,1.1460561752319336,1.1533623933792114,0.6194477677345276,0.6059704422950745,0.781548798084259,0.7950468063354492
73,0.3876495659351349,0.39670372009277344,0.6481305956840515,0.6527484059333801,0.31925907731056213,0.3368322253227234,0.48863255977630615,0.49564987421035767,0.7926787734031677,0.7729248404502869,1.1324619054794312,1.1375482082366943,0.6008567214012146,0.598353922367096,0.7732776999473572,0.7876946926116943
74,0.378120094537735,0.4019376039505005,0.6330514550209045,0.6414070129394531,0.31246417760849,0.34414002299308777,0.4777600169181824,0.485300213098526,0.7696552276611328,0.7651638984680176,1.1187995672225952,1.1322249174118042,0.5876865386962891,0.5980202555656433,0.7656129002571106,0.7803741097450256
75,0.3813798129558563,0.39090588688850403,0.6354830861091614,0.6393979787826538,0.3187773525714874,0.33596983551979065,0.48351436853408813,0.4788995087146759,0.7658246159553528,0.7475646734237671,1.1204328536987305,1.1215718984603882,0.5887360572814941,0.5861454010009766,0.7703327536582947,0.7826682329177856
76,0.3680919408798218,0.38159704208374023,0.6191204190254211,0.6125449538230896,0.30748602747917175,0.3279753625392914,0.4710180461406708,0.47492876648902893,0.7411935925483704,0.7202345132827759,1.107653021812439,1.1055731773376465,0.5730894804000854,0.5705558657646179,0.762111485004425,0.7725770473480225
77,0.3762826919555664,0.3854430317878723,0.6186971068382263,0.6174352169036865,0.314980149269104,0.33115053176879883,0.4715776741504669,0.47134125232696533,0.7375093102455139,0.7103418111801147,1.1058214902877808,1.0999685525894165,0.5716547966003418,0.562626838684082,0.7618630528450012,0.7687214016914368
78,0.3701614439487457,0.36735063791275024,0.6058730483055115,0.6008661985397339,0.311489075422287,0.31988516449928284,0.46328237652778625,0.4660256505012512,0.7141255736351013,0.7088858485221863,1.0903338193893433,1.1045856475830078,0.5560728907585144,0.5618011355400085,0.7524374723434448,0.7749656438827515
79,0.36690717935562134,0.3784060776233673,0.6002906560897827,0.597984254360199,0.3104720711708069,0.3278108537197113,0.4610215127468109,0.46173518896102905,0.7059889435768127,0.6962119936943054,1.089697241783142,1.1163138151168823,0.5529398918151855,0.5509623885154724,0.7540550827980042,0.7774346470832825
80,0.35724493861198425,0.37275430560112,0.5867084860801697,0.5873475670814514,0.3014430105686188,0.3217970132827759,0.4503959119319916,0.4585729241371155,0.6844321489334106,0.649132490158081,1.075568675994873,1.0769814252853394,0.5374466776847839,0.526453971862793,0.7451533079147339,0.7671899199485779
81,0.3456331193447113,0.3705308139324188,0.5768026113510132,0.5755603313446045,0.2937034070491791,0.3156479001045227,0.444269597530365,0.4445749819278717,0.6643305420875549,0.649265468120575,1.0683289766311646,1.0754220485687256,0.5249675512313843,0.5240210294723511,0.7425971627235413,0.7583212852478027
82,0.35306617617607117,0.3615964949131012,0.5743481516838074,0.5687488913536072,0.2990220785140991,0.31947213411331177,0.4425835907459259,0.44184446334838867,0.6562889814376831,0.6483117938041687,1.0615003108978271,1.0572104454040527,0.5188605785369873,0.5335171222686768,0.7386903166770935,0.751579999923706
83,0.34110018610954285,0.3592579960823059,0.5576380491256714,0.5633349418640137,0.29074761271476746,0.3128179609775543,0.4301249384880066,0.44010478258132935,0.6344749927520752,0.6106961369514465,1.0489321947097778,1.0535353422164917,0.5049247145652771,0.4932003915309906,0.732853353023529,0.7441003322601318
84,0.3355133533477783,0.3506312966346741,0.5522886514663696,0.5579670667648315,0.2877708971500397,0.3050270676612854,0.4286317229270935,0.4354739487171173,0.6194278001785278,0.6177393794059753,1.0414087772369385,1.053092122077942,0.49580883979797363,0.5052858591079712,0.7289296388626099,0.7532355189323425
85,0.33838823437690735,0.34715670347213745,0.5466701984405518,0.5490572452545166,0.28981199860572815,0.3032204210758209,0.42470404505729675,0.4290294051170349,0.6108819842338562,0.5981833338737488,1.0319629907608032,1.0368866920471191,0.4909091889858246,0.48788923025131226,0.7250348925590515,0.7405566573143005
86,0.3319855034351349,0.34407487511634827,0.5363947153091431,0.5413447618484497,0.28319430351257324,0.30343127250671387,0.4159340262413025,0.42503681778907776,0.5930320024490356,0.5941776633262634,1.022878646850586,1.0292634963989258,0.475424587726593,0.48639219999313354,0.7185524702072144,0.7388352155685425
87,0.32989007234573364,0.3498902916908264,0.5296368598937988,0.5322970747947693,0.283694863319397,0.30858469009399414,0.4119214713573456,0.4233710765838623,0.5834925770759583,0.5699368715286255,1.0179519653320312,1.0308384895324707,0.4701005518436432,0.4707071781158447,0.7168808579444885,0.7374844551086426
88,0.33408036828041077,0.3417518734931946,0.5264259576797485,0.5254564881324768,0.28783100843429565,0.3026523292064667,0.41124504804611206,0.41126877069473267,0.5734260678291321,0.5494529008865356,1.009753942489624,1.0173734426498413,0.46302494406700134,0.4576551020145416,0.7123417258262634,0.7314063310623169
89,0.32495927810668945,0.3359140455722809,0.5166741609573364,0.5207654237747192,0.27963295578956604,0.2981629967689514,0.403148889541626,0.4113464653491974,0.5589989423751831,0.5572154521942139,0.9995112419128418,1.018973469734192,0.4514625668525696,0.46261894702911377,0.7054407000541687,0.7317007780075073
90,0.3181069493293762,0.33136940002441406,0.5099164247512817,0.517897367477417,0.2749948501586914,0.2940608263015747,0.3998735249042511,0.40934988856315613,0.5489521622657776,0.5455194711685181,0.996353268623352,0.9989454746246338,0.4463549554347992,0.45487546920776367,0.706689715385437,0.721280574798584
91,0.32891252636909485,0.3404467701911926,0.5139901638031006,0.5061582922935486,0.2854031026363373,0.29990270733833313,0.4057844877243042,0.4047362208366394,0.551631510257721,0.5500603318214417,0.9987552165985107,1.006188154220581,0.449932336807251,0.46178674697875977,0.7097023129463196,0.7250430583953857
92,0.31912094354629517,0.3260674774646759,0.49809730052948,0.5016327500343323,0.2751864492893219,0.2877230942249298,0.39233747124671936,0.39762961864471436,0.5266721844673157,0.5173987746238708,0.979570209980011,0.9881068468093872,0.4302745461463928,0.4325793981552124,0.6977853775024414,0.7151212096214294
